Procedure ID,HCPCS/CPT Code,Description,Gross Charge,Undiscounted Cash Price
20389,0C1713    ,SCREW CANNULATED 6.5 160,1614,1614
20390,0C1713    ,SCREW CANN 6.5X120X16MM ,1486,1486
20391,0C1713    ,SCREW CANN 6.5X115X16MM ,1486,1486
20392,0C1713    ,SCREW CANN 6.5X110X16MM ,1486,1486
20393,0C1713    ,SCREW CANN 6.5X105X16MM ,1825,1825
20394,0C1713    ,SCREW CANN 6.5X16MM     ,1825,1825
20411,          ,TUBE EARVNT 1.27X2.6MM  ,278,278
20416,0C2617    ,STENT URET L22X6 FR     ,1030,1030
20417,0C2617    ,STENT URET L24X6 FR     ,1030,1030
20418,0C2617    ,STENT URET L24X7 FR     ,1030,1030
20419,0C2617    ,STENT URET L22 X 7FR    ,1030,1030
20420,          ,BRAVOPHSTUDYLESS1HR     ,2688.47,2688.47
20431,          ,BSKT RTRV ESCP 1.9X120  ,1919,1919
20433,0C1776    ,HEAD BIP HIP UHR 49X28MM,3700,3700
20434,0C1776    ,STEM HIP CNTRLZR TPR 515,1195,1195
20435,0C1776    ,HEAD HIP V40 LFIT 9-028 ,2189,2189
20440,          ,APPLIER INTRN CLIP EL5ML,1112,1112
20441,0C1713    ,SCREW CRTX 1.5 200.816  ,275,275
20446,74270,XR CONT ENEMA W/WO KUB  ,925.38,925.38
20447,74280,XR ENEMA W/ AIR         ,1055.62,1055.62
20448,74283,THER ENEMA W/CONT OR AIR,1007.63,1007.63
20449,76376,3D CT/MRI/US/OTH NOT IND,1236.2,1236.2
20455,          ,SUTURE MONCRYL Y935H    ,66,66
20462,          ,STAPLE RELOAD WHITE 60  ,701,701
20473,7321850,MRI UPPER EX W/O CONT BI,8033.52,8033.52
20474,073218LT  ,MRI UPPER EX W/O CONT LT,4021.39,4021.39
20475,073218RT  ,MRI UPPER EX W/O CONT RT,4021.39,4021.39
20476,70544,MRA HD W/O CONT         ,5975.63,5975.63
20477,74340,XR INTRO LONG GI TUBE   ,654.62,654.62
20478,          ,INTRO LONG GI TUBE      ,2326.52,2326.52
20479,          ,PUMP FD KNGR EPUMP ENTRL,59,59
20480,          ,SPLINT FINGER SM 1.5IN  ,25,25
20493,80299,KETAMINE KETALAR QN     ,453.47,453.47
20496,86486,SKIN MUMPS              ,125.77,125.77
20497,80195,SIROLIMUS RAPAMUNE QN   ,357.8,357.8
20498,          ,COLONOSCOPY STOMA W/RMFB,4073.61,4073.61
20499,          ,COLONOSCOPY STOMA W/CNBL,4073.61,4073.61
20500,          ,COLON STOMA W/HOT BX FCP,4073.61,4073.61
20501,          ,COLONOSCOPY STOMA DX    ,4073.61,4073.61
20502,          ,COLO STOMA W/SNARE      ,4073.61,4073.61
20504,          ,SIGMOIDOSCOPY DX        ,1291.91,1291.91
20505,          ,SIG W/BIOPSY            ,2815.95,2815.95
20506,          ,SIG W/REMOVAL FB        ,2815.95,2815.95
20507,          ,SIGMOIDSCP W/HOT BX FRCP,2815.95,2815.95
20508,          ,SIG W/CNTL BLD          ,2815.95,2815.95
20509,          ,SIGMOIDOSCOPY W/INJ     ,2815.95,2815.95
20510,          ,SIGMOIDSCP W/DECOMP     ,2815.95,2815.95
20511,          ,SIG W/SNARE TECH        ,2815.95,2815.95
20513,          ,SIG W BAL DIL           ,2815.95,2815.95
20515,91110,CAPSULE ENDOSCOPY ILEUM ,4147.8,4147.8
20516,91035,GASTROESOPH RFLX ELECTRD,3171.74,3171.74
20517,91299,UL GASTRO PROCEDURE     ,2104.34,2104.34
20519,          ,ESOPHAGOSCOPY FLX DX    ,2515.33,2515.33
20520,          ,ESOPH FLX W/RM FB       ,2842.57,2842.57
20521,          ,ESOPH FLX W/BIOPSY      ,2842.57,2842.57
20522,          ,ESOPH FLX W/BAND LIG    ,2842.57,2842.57
20523,          ,ESOPH FLX W/INJ SCL     ,2842.57,2842.57
20524,          ,ESOPH FLX W/SBMCL INJ(S),2842.57,2842.57
20525,          ,ESOPH FLX W BAL DIL<30MM,2842.57,2842.57
20526,          ,ESOPH FLX W/CNTR BLD    ,2842.57,2842.57
20528,          ,ESOPH FLX W/SNARE TE    ,2842.57,2842.57
20529,          ,ESOPHAGSCPY W/HOT BX FCP,8148.95,8148.95
20530,          ,ESOPH FLX W GW/DIL      ,2842.57,2842.57
20531,          ,ESOPH FLX W BAL DIL<30MM,6832.46,6832.46
20532,          ,ESOPH FLX W  US FN ASP  ,2842.57,2842.57
20534,          ,ILEOSCOPY STOMA DX      ,3868.13,3868.13
20535,          ,ILEOSCOPY STOMA W BX    ,4073.61,4073.61
20537,          ,COLONOSCOPY STOMA DX    ,3702.57,3702.57
20538,          ,COLONOSCOPY STOMA W/BIOP,3856.68,3856.68
20539,          ,SI ENDO W/CNRL BLEED    ,4073.61,4073.61
20540,          ,SI ENDO W/CONV PG TO JT ,4073.61,4073.61
20541,          ,SI ENDO W/SNARE         ,4073.61,4073.61
20542,          ,SI ENDO W/FB REMOVAL    ,4073.61,4073.61
20543,          ,SI ENDO W/HOT BX        ,4073.61,4073.61
20544,          ,SI ENDO OTH W/ABLA      ,4073.61,4073.61
20546,          ,SI ENDO W/DIL/STENT     ,8622.88,8622.88
20547,          ,SI ENDO W/PL JEJ TUBE   ,4073.61,4073.61
20549,          ,BRONCH W/BX             ,3369.6,3369.6
20550,          ,BRONCH W/BRUSHINGS      ,3369.6,3369.6
20561,          ,COL W/CNTRL BLD         ,3856.68,3856.68
20562,          ,COLON W/SUBMUCSL INJ(S) ,3856.68,3856.68
20563,          ,COLONOSCPY W/HOT BX FRCP,3856.68,3856.68
20565,          ,COLONOSCOPY W/REM FB    ,3856.68,3856.68
20566,          ,COLON W BAL DIL         ,3856.68,3856.68
20567,          ,COLONOSCOPY W/NEEDLE BX ,3856.68,3856.68
20570,          ,ERCP W/SPHINC/PAPIL     ,5721.31,5721.31
20572,          ,ERCP W/STONE REMOVAL    ,5721.31,5721.31
20576,          ,ERCP ANY METHOD         ,5721.31,5721.31
20578,          ,ERCP W/BIOPSY           ,5721.31,5721.31
20580,          ,SI ENDO DX W/O ILEUM    ,3868.13,3868.13
20581,          ,SI ENDO W/BX            ,4073.61,4073.61
20582,          ,EGD FLX DX              ,2817.84,2817.84
20584,          ,EGD FLX W/BIOPSY        ,3369.6,3369.6
20585,          ,EGD FLX W BAL <30MM     ,3369.6,3369.6
20586,          ,EGD FLX W/DILGAS/DUOD   ,3369.6,3369.6
20587,          ,ESOPHGDUOSCP FLX REM FB ,3369.6,3369.6
20588,          ,EGD FLX W/CNTR BLD      ,3626.46,3626.46
20589,          ,EGD FLX W/BAND LIG      ,3626.46,3626.46
20590,          ,EGD FLX  W/SUBMUC INJ(S),3626.46,3626.46
20591,          ,EGD FLX W/TB OR CATH    ,3369.6,3369.6
20592,          ,EGD FLX W/PLACE GAS TUBE,3626.46,3626.46
20593,          ,EGD FLX W/USG FNA       ,3626.46,3626.46
20594,          ,EGD FLX W/SNARE TECH    ,3369.6,3369.6
20595,          ,EGD FLX W/INJ SCL       ,3369.6,3369.6
20596,          ,ESOPHGDUOSCP RMV TMR HBC,3369.6,3369.6
20598,          ,EGD FLX W GW/DIL        ,3626.46,3626.46
20600,          ,COLONOSCOPY DX          ,3702.57,3702.57
20601,          ,COL W/BIOPSY            ,4064.09,4064.09
20602,          ,COLON W/SNARE TECH      ,4064.09,4064.09
20603,097530GP  ,THER ACTIV DIR 15 MIN PT,64.56,64.56
20605,          ,SUTURE PDS 0            ,42,42
20606,          ,SUTURE VCL+0 CTB-1 36IN ,28,28
20607,          ,ERCP DX                 ,4882.24,4882.24
20611,94200,MAXIMUM VOLUNTARY VENT  ,158.92,158.92
20616,94070,BRONCH PROV EV MULT SPIR,1023.31,1023.31
20624,94762,OVERNIGHT DX PULSE OX   ,53.32,53.32
20633,          ,PORT GLPRT ALXIS O RETR ,3950,3950
20641,0C1781    ,MESH HRN 3DMAX LG RT 6X4,1711,1711
20643,0C2617    ,STENT URET 7X26         ,1030,1030
20647,0C1713    ,PLT PTP 6 HL 109MM LT   ,4819,4819
20648,0C1713    ,PLATE PROXIMAL TIBIAL 8 ,4984,4984
20649,0C1713    ,PLATE PROXIMAL TIBIAL 4 ,5289,5289
20650,0C1713    ,PLATE PROXIMAL TIBIAL 4 ,4807,4807
20651,0C1713    ,PLT PTP 10 HL 181MM LT  ,5001,5001
20653,0C1785    ,PACEMAKER ADAPTA DR     ,29226,29226
20664,0C1760    ,DEVICE CLSR ANGSL VIP 6F,1481,1481
20665,          ,GEMSTAR IV EXT VNTD STRP,109,109
20669,          ,FORCEP ESCPC 100CMX1.8MM,280,280
20670,          ,NEEDLE STIFCOR BRONCH   ,981,981
20678,76998,US INTRAOPERATIVE       ,863.72,863.72
20683,77003,XR FLUORO FOR SPINE INJ ,1365.8,1365.8
20700,77012,CT GUID NDL PLCMT       ,1659.03,1659.03
20706,77053,XR MAMMARY DUCTO SGL    ,589.51,589.51
20708,77054,XR MAMMARY DCT/GL MUL   ,810.56,810.56
20716,77072,XR BONE AGE STUDIES     ,318.73,318.73
20717,77073,XR BONE LENGTH STUDIES  ,483.27,483.27
20718,77075,XR BONE SURVEY COMP     ,1280.12,1280.12
20720,77080,DXA BONE DENSITY AXIAL  ,867.12,867.12
20724,77081,DXA BONE DENSITY PERIPHL,1016.23,1016.23
20726,94002,VENT MGMT INITIAL IP/OBS,2336.9,2336.9
20727,94003,VENT MGMT IP/OBS SUB DAY,1857.92,1857.92
20728,96365,IV INITIAL UP TO 1 HOUR ,385.97,385.97
20730,96366,IV EACH ADD HOUR        ,192.97,192.97
20732,96374,IVP SINGLE/INITIAL DRUG ,379.81,379.81
20742,96374,IVP SINGLE/INITIAL DRUG ,238.18,238.18
20743,96373,INJECTION INTRA-ARTERIAL,186.03,186.03
20745,96360,IV HYDRAT INIT UP TO 1HR,385.97,385.97
20748,96360,IV HYDRAT INIT UP TO 1HR,238.18,238.18
20749,96361,IV HYDRAT EA ADD HR     ,175.4,175.4
20751,96361,IV HYDRAT EA ADD HR     ,238.18,238.18
20753,96367,IV ADDL SEQ INF UP TO 1H,186.03,186.03
20756,96368,IV CONCURRENT INFUSION  ,186.03,186.03
20757,96368,IV CONCURRENT INFUSION  ,238.18,238.18
20758,96375,IVP EA ADD SEQ NEW DRUG ,298.44,298.44
20760,91110,CAPSULE ENDOSCOPY ILEUM ,4147.8,4147.8
20762,91111,CAPSULE ENDOSCOPY ESOPHG,4147.8,4147.8
20763,0C1769    ,CATH CRICO PEEL OPN CUF ,1259,1259
20764,          ,SUTURE NABSB 2-0 8623H  ,34,34
20765,          ,NEEDLE PWRLOC 20GAX1    ,97,97
20766,0C1713    ,PEG FX 28X2.5 FP28      ,646,646
20767,0C1713    ,PEG FX L30 OD2.5 ORTH   ,646,646
20768,0C1713    ,PLATE BN DVR DSTL VLR LT,8081,8081
20769,0C1713    ,PEG FX SMTH 2X16        ,646,646
20770,0C1713    ,PEG FX SMTH 2X26        ,511,511
20771,0C1713    ,PEG FX SMTH 2X28        ,646,646
20772,0C1713    ,PEG FX 30X2             ,646,646
20774,0C1713    ,PEG FX LK THRD 2.5X10   ,646,646
20775,0C1713    ,PEG FX LK THRD 2.5X12   ,646,646
20776,0C1713    ,PEG WRST THRD 2.5X30    ,646,646
20777,0C1713    ,SCREW BN CANC 2.5X14    ,579,579
20778,0C1713    ,SCREW BN CANC 2.5X12    ,646,646
20779,0C1713    ,SCREW BN CANC 2.5X18    ,579,579
20780,0C1713    ,SCREW BN CANC 2.5X20    ,579,579
20781,0C1713    ,SCREW BN CANC 2.5X22    ,579,579
20782,0C1713    ,SCREW BN CANC 2.5X24    ,579,579
20783,0C1713    ,SCREW BN CANC 2.5X26    ,641,641
20784,0C1713    ,SCREW BN CANC 2.5X28    ,646,646
20786,0C1713    ,SCREW BN CANC 2.5X30    ,646,646
20787,0C1713    ,PEG FX 10X2.5 FP10 THRD ,646,646
20788,0C1713    ,PEG THRD 2.5X14         ,550,550
20789,0C1713    ,PEG FX 18X2.5 FP18 THRD ,550,550
20795,0C1713    ,PEG FLLY THRD 2.5       ,550,550
20796,0C1713    ,PEG FX 24X2.5 FP24 THRD ,550,550
20798,0C1713    ,PEG FX 26X2.5 FP26 THRD ,550,550
20799,0C1713    ,PEG FX 16X2.5 FP16      ,550,550
20801,0C1713    ,SCREW BN CANC 2.5X16    ,827,827
20802,0C1713    ,PEG FX THRD 2.5X28      ,646,646
20803,0C1713    ,PEG FX THRD 2.5X26      ,646,646
20804,0C1713    ,PEG FX THRD 2.5X16      ,646,646
20805,0C1713    ,PEG FX THRD 2.5X24      ,689,689
20806,0C1713    ,PEG FX THRD 2.5X22      ,646,646
20807,0C1713    ,PEG FX THRD 2.5X20      ,689,689
20808,0C1713    ,PEG FX THRD 2.5X18      ,646,646
20809,0C1713    ,PEG FX 2.5X14 TP14000   ,646,646
20810,0C1713    ,PEG SMTH 2.0X20         ,689,689
20811,0C1713    ,PEG FX SMTH 2X24        ,511,511
20813,0C1713    ,PEG SMTH FX SX22        ,511,511
20814,0C1713    ,PEG SMTH 2.0X18         ,646,646
20815,0C1713    ,PEG SMTH FX 2X16        ,646,646
20816,0C1713    ,PEG SMTH FX 2X14        ,646,646
20817,0C1713    ,SCREW CORT 3.5MM X 16MM ,646,646
20818,0C1713    ,SCREW CORT 3.5X16MM     ,689,689
20819,0C1713    ,SCREW CORTICAL 3.5MM X 1,511,511
20820,0C1713    ,SCREW BN CORT 3.5X12MM  ,511,511
20821,0C1713    ,SCREW CORTICAL 3.5MM X 1,511,511
20822,0C1713    ,PLATE VOLR DBL TRD W L  ,3418,3418
20823,0C1713    ,PLATE SHRT NRW 2.2X.9IN ,4432,4432
20824,0C1713    ,PLATE BN DVR 2.2X.9 NRW ,4432,4432
20825,0C1713    ,PLATE 2.2X9 NRW DVRANR  ,4432,4432
20826,0C1713    ,PLATE BN 3H 51.3X24.4MM ,3273,3273
20827,0C1713    ,PLATE BNE SHRT L2RT     ,3273,3273
20828,0C1713    ,PLATE 3.5X1 DVR AXR LT  ,3273,3273
20829,0C1713    ,PLATE DVRA-L STD LT     ,4409,4409
20830,0C1713    ,PLATE VOLR RT 2.3X1IN   ,4432,4432
20831,          ,KWIRE FX 1.6MM 127MM    ,214,214
20832,          ,BIT DR 2.5X83           ,853,853
20833,          ,BIT DRILL 2MM FAST      ,853,853
20834,0C1713    ,PLATE STD 7H 89.5X24.4MM,4432,4432
20835,0C1713    ,PLATE NAR SHRT LT DVR   ,4432,4432
20836,0C1713    ,PLATE BN DVR DSTL VLR RT,8081,8081
20851,0C1887    ,CTHGD LNCH 6F NOTO      ,641,641
20856,0C1729    ,CTHDRN CLN DCMPRS 7F 175,1112,1112
20858,          ,DEVICE MSR MCKY STMA OTW,298,298
20859,          ,DEVICE SPEC RET 15-18MM ,1191,1191
20860,          ,DEVICE SPEC RET 12-15MM ,1191,1191
20861,          ,DEVICE SPEC RET XTRT PRO,1191,1191
20862,          ,BSKT RTRV RPZDO CMPT    ,2266,2266
20863,0C1769    ,SPHINCTER ESCPC .35IN20M,1596,1596
20864,          ,ENDO VIDEO CAPSULE DELIV,1468,1468
20865,          ,ESOPH OVRTUBE 25CM19.5M ,1636,1636
20880,          ,ROTH NET FOOD BOLUS     ,1112,1112
20883,          ,COLLAR CERV PED 2XS 14X2,55,55
20890,          ,BIT DRL SS TWST 127X2MM ,781,781
20892,0C2617    ,STENT URET 26X6 LOOP    ,1030,1030
20902,          ,TUBE EAR RTR BBN 1.14   ,121,121
20903,          ,CATH THOR 20FR FRM      ,50,50
20904,0C1769    ,SPHNTM .035INX30 450    ,2266,2266
20906,82365,STONE ANALYSIS INFRARED ,135.51,135.51
20918,87427,EH ECOLI TOXINS EIA     ,616.45,616.45
20919,80201,TOPIRAMATE QUANT        ,279.88,279.88
20920,83701,VERTICAL AUTO PROF BLD  ,240.9,240.9
20921,84445,THYROID STIM IMMUNO TSI ,526.1,526.1
20922,86635,COCCIDIOID AB QUAL      ,86.8,86.8
20923,88262,CHROM & KARY 15-20 2 KAR,1773.18,1773.18
20924,86200,ANTI-CCP                ,573.92,573.92
20925,86757,RICKETTSIA AB QL        ,850.27,850.27
20926,82308,CALCITONIN              ,153.68,153.68
20927,86021,ANCA AB                 ,341.88,341.88
20928,84255,SELENIUM                ,149.7,149.7
20929,86003,ALLERGEN IGE EACH       ,67.31,67.31
20930,82135,AMINOLEVULINIC ACID UR  ,354.29,354.29
20931,83520,TRYPTASE IA QN          ,380.85,380.85
20932,84030,NEWBORN SCREEN (PKU)    ,660.74,660.74
20933,83519,ACETYLCHOL RCPT AB RIA  ,802.44,802.44
20934,84588,ADH (VASOPRESSIN)       ,600.51,600.51
20935,86316,CHROMOGRANIN A IA QN    ,449.93,449.93
20936,83519,PANCREATIC POLY RIA QN  ,868,868
20937,82172,APOLIPOPROTEIN B        ,44.72,44.72
20940,82365,STONE ANALYSIS INFRARED ,135.51,135.51
20942,82397,PTH-RELATED PEPTIDE CA  ,517.24,517.24
20943,83835,METANEPHRINES FRACT     ,125.77,125.77
20944,83519,ACETYLCHOL RCPT AB BIND ,338.33,338.33
20945,87591,GC AMP PROBE            ,301.15,301.15
20946,87491,CHLAMYDIA T AMP PROBE   ,301.15,301.15
20953,          ,PROBE ESURG 220 APC 2.3 ,1837,1837
20956,0C1713    ,SCREW BN LCK 5X42MM     ,876,876
20959,          ,BIT DRL W/QC 3.5 SHRT   ,1291,1291
20962,0C1713    ,SCREW CANCL 6.5X70      ,325,325
20963,0C1713    ,SCREW BN CANC 5.7X75MM  ,2213,2213
20964,0C1713    ,SCREW BNE SS PERI-LOK   ,2213,2213
20965,0C1713    ,SCREW BNE SS PERI-LOK   ,1932,1932
20966,0C1713    ,SCREW BN CORT 4.5X28MM  ,1526,1526
20967,0C1713    ,SCREW BN CORT 4.5X32MM  ,274,274
20969,          ,BIT DRL FEM TRGTR 3.5MM ,1692,1692
20971,          ,SUTURE VCRYL 1 CTX J765D,138,138
20972,          ,SUTURE VCRYL 0 CT J978H ,22,22
20973,          ,TURBOVAC SUPER          ,2266,2266
20974,0C1713    ,SCREW CORTICAL 3.5MMX20M,646,646
20975,0C1713    ,PEG FX SMTH 2X100       ,641,641
20976,0C1713    ,SCREW BN LCK 5X36MM     ,876,876
20977,0C1713    ,SCREW PROX LCK 5X75     ,876,876
20978,86357,NK CELLS TOTAL CT       ,281.64,281.64
20979,85420,PLASMINOGEN             ,338.33,338.33
20980,82747,FOLATE RBC              ,53.14,53.14
20981,82379,CARNITINE TOT & FREE QN ,970.73,970.73
20982,87521,HEP C AMP PROBE AMP     ,600.51,600.51
20983,85280,FACTOR 12 ASSAY         ,194.86,194.86
20984,86753,AMOEBIC AB              ,99.21,99.21
20985,85549,MURAMIDASE LYSOZYME     ,123.11,123.11
20986,86735,MUMPS IGM QUAL          ,334.8,334.8
20987,86255,ENDOMYSIAL FA AB IGA SCR,209.03,209.03
20988,83880,NATRIURETIC PEPTIDE     ,352.51,352.51
20989,86592,VDRL BLD QUAL           ,57.14,57.14
20990,86682,ECHINOCOCCUS AB IGG     ,751.06,751.06
20991,86021,ANCA AB                 ,201.94,201.94
20992,86609,STREP PNEUMO AB TYPE 14 ,1363.96,1363.96
20993,82525,COPPER URINE            ,60.23,60.23
20994,83835,METANEPHRINES FRACT     ,747.51,747.51
