,Airport_Code,Hospital_Name,Procedure_Description,Cash_Price,Gross_Price,CPT_Code,Number_Beds,For_Profit,Yearly_Discharges,Patient_Experience_Rating,Radiology_Category
22,SF,SF - Zuckerberg,Hc Mri Leg Any Jnt Wo/cont Lt,4856.05,4856.05,73721,397,0,15244,3,MRI
23,SF,SF - Zuckerberg,Hc Mra Arm Bilateral W Wo Contrast,4856.05,4856.05,73225,397,0,15244,3,MRA
24,SF,SF - Zuckerberg,Hc Mri Leg N/joint Wo/cont.right,4898.55,4898.55,73718,397,0,15244,3,MRI
25,SF,SF - Zuckerberg,Hc Mra Lower Extremity Without Contrast Lt,4856.05,4856.05,73725,397,0,15244,3,MRA
26,SF,SF - Zuckerberg,Hc Mri Leg N/joint Wo/cont.left,4898.55,4898.55,73718,397,0,15244,3,MRI
27,SF,SF - Zuckerberg,Hc Mri Thor Sp Wo Con,5391.55,5391.55,72146,397,0,15244,3,MRI
28,SF,SF - Zuckerberg,Hc Mri Cerv Sp Wo Con,5391.55,5391.55,72141,397,0,15244,3,MRI
29,SF,SF - Zuckerberg,Hc Mra Chest,4856.05,4856.05,71555,397,0,15244,3,MRA
30,SF,SF - Zuckerberg,Hc Mri Chest W&wo/contrast,6286.6,6286.6,71552,397,0,15244,3,MRI
31,SF,SF - Zuckerberg,Hc Mri Brain W/wo Contrast,5392.4,5392.4,70553,397,0,15244,3,MRI
32,SF,SF - Zuckerberg,Hc Mri Cerv Sp W&wo Contrast,5392.4,5392.4,72156,397,0,15244,3,MRI
33,SF,SF - Zuckerberg,Hc Mri Brain Wo Contrast,4856.05,4856.05,70551,397,0,15244,3,MRI
34,SF,SF - Zuckerberg,Hc Mra Neck W&wo/contrast,5496.1,5496.1,70549,397,0,15244,3,MRA
35,SF,SF - Zuckerberg,Hc Mra Neck W/contrast,4968.25,4968.25,70548,397,0,15244,3,MRA
36,SF,SF - Zuckerberg,Hc Mra Neck Wo/contrast,4968.25,4968.25,70547,397,0,15244,3,MRA
37,SF,SF - Zuckerberg,Hc Mra Head W&wo/contrast,4862.85,4862.85,70546,397,0,15244,3,MRA
38,SF,SF - Zuckerberg,Hc Mra Head Wo/contrast,4856.05,4856.05,70544,397,0,15244,3,MRA
39,SF,SF - Zuckerberg,Hc Mri Neck W&wo/contrast,5434.05,5434.05,70543,397,0,15244,3,MRI
40,SF,SF - Zuckerberg,Hc Mri Face &/or Orbit W&wo/cont.,5434.05,5434.05,70543,397,0,15244,3,MRI
41,SF,SF - Zuckerberg,Hc Mri Chest Wo Contrast,4856.05,4856.05,71550,397,0,15244,3,MRI
42,SF,SF - Zuckerberg,Hc Mri Arm Non Joint Wo Cont.left,4898.55,4898.55,73218,397,0,15244,3,MRI
43,SF,SF - Zuckerberg,Hc Mri Leg W&wo/contrast Bilat,4856.05,4856.05,73720,397,0,15244,3,MRI
44,SF,SF - Zuckerberg,Hc Mri Brachial Plexus Wo&w/cont.,5070.25,5070.25,70543,397,0,15244,3,MRI
45,SF,SF - Zuckerberg,Hc Mri Leg Wo/contrast Bilat.,3807.15,3807.15,73718,397,0,15244,3,MRI
46,SF,SF - Zuckerberg,Hc Mri Wrist Left Wo/contrast,4856.05,4856.05,73221,397,0,15244,3,MRI
47,SF,SF - Zuckerberg,Hc Mri Elbow Left Wo/contrast,4856.05,4856.05,73221,397,0,15244,3,MRI
48,SF,SF - Zuckerberg,Hc Mri Shoulder Left Wo/contrast,4856.05,4856.05,73221,397,0,15244,3,MRI
49,SF,SF - Zuckerberg,Hc Mri Arm Any Jnt Wo/contr.bilat,4856.05,4856.05,73221,397,0,15244,3,MRI
50,SF,SF - Zuckerberg,Hc Mri Lumb Spine Wo Con,5391.55,5391.55,72148,397,0,15244,3,MRI
51,SF,SF - Zuckerberg,Hc Mri Arm W&wo/contrast Bilat,4856.05,4856.05,73220,397,0,15244,3,MRI
52,SF,SF - Zuckerberg,Hc Mri Leg Lt Non Joint W&wo/cont,4856.05,4856.05,73720,397,0,15244,3,MRI
53,SF,SF - Zuckerberg,Hc Mri Arm Wo Contrast Bilat,3390.65,3390.65,73218,397,0,15244,3,MRI
54,SF,SF - Zuckerberg,Hc Mra Pelvis,4856.05,4856.05,72198,397,0,15244,3,MRA
55,SF,SF - Zuckerberg,Hc Mri Pelvis W&wo/contrast,5446.8,5446.8,72197,397,0,15244,3,MRI
56,SF,SF - Zuckerberg,Hc Mri Pelvis Wo/contrast,4920.65,4920.65,72195,397,0,15244,3,MRI
57,SF,SF - Zuckerberg,Hc Mri Lumb Sp W&wo Con,5392.4,5392.4,72158,397,0,15244,3,MRI
58,SF,SF - Zuckerberg,Hc Mri Thor W&wo Con,6140.4,6140.4,72157,397,0,15244,3,MRI
59,SF,SF - Zuckerberg,Hc Mri Arm Lt Non Joint W&wo/cont,4856.05,4856.05,73220,397,0,15244,3,MRI
60,SF,SF - Zuckerberg,Hc Mri Breast With And Wo Contrast Bilateral,7034.6,7034.6,77049,397,0,15244,3,MRI
61,SF,SF - Zuckerberg,Hc Mra Abdomen W/wo Contrast,4856.05,4856.05,74185,397,0,15244,3,MRA
62,SF,SF - Zuckerberg,Hc Dph Mra Pelvis With And Without Contrast,1176.4,1176.4,72198,397,0,15244,3,MRA
63,SF,SF - Zuckerberg,Hc Mri Neck Wo Contrast,4856.05,4856.05,70540,397,0,15244,3,MRI
64,SF,SF - Zuckerberg,Hc Mri Temp Mandibular Jts Bilat.,5025.2,5025.2,70336,397,0,15244,3,MRI
65,SF,SF - Zuckerberg,Hc Mra Lower Extremity With And Without Contrast Rt,1176.4,1176.4,73725,397,0,15244,3,MRA
66,SF,SF - Zuckerberg,Hc Mra Lower Extremity With And Without Contrast Lt,1176.4,1176.4,73725,397,0,15244,3,MRA
67,SF,SF - Zuckerberg,Hc Dph Mra Chest With & Without Contrast,1176.4,1176.4,71555,397,0,15244,3,MRA
68,SF,SF - Zuckerberg,Hc Mra Arm Right With And Without Contrast,4856.05,4856.05,73225,397,0,15244,3,MRA
69,SF,SF - Zuckerberg,Hc Mra Arm Left With And Without Contrast,4856.05,4856.05,73225,397,0,15244,3,MRA
70,SF,SF - Zuckerberg,Hc Mamo. Diag. Rt Digital,633.25,633.25,77065,397,0,15244,3,3D Mammography
71,SF,SF - Zuckerberg,Hc Mamo. Diag. Bilat. Digital,783.7,783.7,77066,397,0,15244,3,3D Mammography
72,SF,SF - Zuckerberg,Hc Mamo. Diag. Lt Digital,633.25,633.25,77065,397,0,15244,3,3D Mammography
73,SF,SF - Zuckerberg,Hc Bone Survey Renal Or Sickle,917.15,917.15,77075,397,0,15244,3,Radiology
74,SF,SF - Zuckerberg,Hc Ct Cardiac Angio,4195.6,4195.6,75574,397,0,15244,3,CTA
75,SF,SF - Zuckerberg,Hc Ct Cardiac Calcium Scoring,559.3,559.3,75571,397,0,15244,3,CTA
76,SF,SF - Zuckerberg,Hc Gated Aortic Ct Angio,1086.3,1086.3,75572,397,0,15244,3,CTA
77,SF,SF - Zuckerberg,Hc 3d Rendering On Workstation,243.95,243.95,76377,397,0,15244,3,MRI
78,SF,SF - Zuckerberg,Hc Us Kidneys And Bladder,891.65,891.65,76770,397,0,15244,3,Ultrasound
79,SF,SF - Zuckerberg,Hc Us Abdomen Complete,1365.95,1365.95,76700,397,0,15244,3,Ultrasound
80,SF,SF - Zuckerberg,Hc Le Venous Incompetence Unilateral Rt,643.45,643.45,93971,397,0,15244,3,Ultrasound
81,SF,SF - Zuckerberg,Hc Le Venous Incompetence Unilateral Lt,643.45,643.45,93971,397,0,15244,3,Ultrasound
82,SF,SF - Zuckerberg,Hc Us Veins Extr Uni/ltd Dplx Lt,1994.1,1994.1,93971,397,0,15244,3,Ultrasound
83,SF,SF - Zuckerberg,Hc Us Veins Ext Uni Ltd Dup Upper Extremity Rt,1994.1,1994.1,93971,397,0,15244,3,Ultrasound
84,SF,SF - Zuckerberg,Hc Us Veins Ext Uni Ltd Dup Upper Extremity Lt,643.45,643.45,93971,397,0,15244,3,Ultrasound
85,SF,SF - Zuckerberg,Hc Us Veins Extr Uni/ltd Dplx Rt,1994.1,1994.1,93971,397,0,15244,3,Ultrasound
86,SF,SF - Zuckerberg,Hc Us Veins Extr Uni/ltd Dplx Rt,1994.1,1994.1,93971,397,0,15244,3,Ultrasound
87,SF,SF - Zuckerberg,Hc Us Veins Ext Uni Ltd Dup Lower Extremity Lt,643.45,643.45,93971,397,0,15244,3,Ultrasound
88,SF,SF - Zuckerberg,Hc Us Veins Ext Uni Ltd Dup Lower Extremity Rt,1994.1,1994.1,93971,397,0,15244,3,Ultrasound
89,SF,SF - Zuckerberg,Hc Us Ob Under 14wks Addl Fetus,535.5,535.5,76802,397,0,15244,3,Ultrasound
90,SF,SF - Zuckerberg,Hc Us Duplex Le Art/bpg; Unil/limit Right,2023.0,2023.0,93926,397,0,15244,3,Ultrasound
91,SF,SF - Zuckerberg,Hc Us Duplex Le Art/bpg; Unil/limit Left,2023.0,2023.0,93926,397,0,15244,3,Ultrasound
92,SF,SF - Zuckerberg,Hc Us Leg Art Ltd Or Uni  Duplex,1800.3,1800.3,93926,397,0,15244,3,Ultrasound
93,SF,SF - Zuckerberg,Hc Us Leg Art Ltd Or Uni Duplex,1800.3,1800.3,93926,397,0,15244,3,Ultrasound
94,SF,SF - Zuckerberg,Hc Us Retroperitoneal Ltd,1101.6,1101.6,76775,397,0,15244,3,Ultrasound
95,SF,SF - Zuckerberg,HC US PREG UTERUS AFTER 1ST TRIMEST,1613.3,1613.3,76805,397,0,15244,3,Ultrasound
96,SF,SF - Zuckerberg,HC US PREG UTERUS AFTER 1ST TRIMEST,1435.65,1435.65,76805,397,0,15244,3,Ultrasound
97,SF,SF - Zuckerberg,Hc Us 1st Trimester Ob (14 Wks),845.75,845.75,76801,397,0,15244,3,Ultrasound
98,SF,SF - Zuckerberg,Hc Mamo. Screening Digital,795.6,795.6,77067,397,0,15244,3,3D Mammography
99,SF,SF - Zuckerberg,Hc Us Leg Art. Comp. Bilat.,3031.95,3031.95,93925,397,0,15244,3,Ultrasound
100,SF,SF - Zuckerberg,Hc Ct Brain Wo Contr,3418.7,3418.7,70450,397,0,15244,3,PET CT
101,SF,SF - Zuckerberg,Hc Ct Maxillofac Wo Contr,3418.7,3418.7,70486,397,0,15244,3,CT
102,SF,SF - Zuckerberg,Hc Chest  1 View,297.5,297.5,71045,397,0,15244,3,Radiology
103,SF,SF - Zuckerberg,Hc Ct Pelvis Wo Contrast,4281.45,4281.45,72192,397,0,15244,3,CT
104,SF,SF - Zuckerberg,Hc Ct Abdomen Wo Contrast,4097.85,4097.85,74150,397,0,15244,3,CT
105,SF,SF - Zuckerberg,Hc Ct Abdomen/pelvis Wo/cont.,1467.95,1467.95,74176,397,0,15244,3,CT
106,SF,SF - Zuckerberg,Hc Ct Brain W Contr,4097.85,4097.85,70460,397,0,15244,3,CT
107,SF,SF - Zuckerberg,Hc Bone Age Study,160.65,160.65,77072,397,0,15244,3,Radiology
108,SF,SF - Zuckerberg,Hc Ct Maxillofacial W Contr,4097.85,4097.85,70487,397,0,15244,3,CT
109,SF,SF - Zuckerberg,Hc Toes  Minimum 3 Views  Rt,396.1,396.1,73660,397,0,15244,3,Radiology
110,SF,SF - Zuckerberg,Hc Finger(s) Left,396.1,396.1,73140,397,0,15244,3,Radiology
111,SF,SF - Zuckerberg,Hc Finger(s) Right,396.1,396.1,73140,397,0,15244,3,Radiology
112,SF,SF - Zuckerberg,Hc Toes  Minimum 3 Views  Lt,396.1,396.1,73660,397,0,15244,3,Radiology
113,SF,SF - Zuckerberg,Hc Us Carotid Bilat Duplex Comp,2663.9,2663.9,93880,397,0,15244,3,Ultrasound
114,SF,SF - Zuckerberg,Hc Us Carotid Bilat Duplex Comp.,2992.85,2992.85,93880,397,0,15244,3,Ultrasound
115,SF,SF - Zuckerberg,Hc Ct Spn Lumb Wo Contrast,4710.7,4710.7,72131,397,0,15244,3,CT
116,SF,SF - Zuckerberg,Hc Ct Extrem Upper Lt Wo Contr,3592.95,3592.95,73200,397,0,15244,3,CT
117,SF,SF - Zuckerberg,Hc Ct Extrem Lower Lt Wo Contr,3418.7,3418.7,73700,397,0,15244,3,CT
118,SF,SF - Zuckerberg,Hc Ct Extrem Upper Rt Wo Contr,3592.95,3592.95,73200,397,0,15244,3,CT
119,SF,SF - Zuckerberg,Hc Ct Extrem Lower Rt Wo Contr,3418.7,3418.7,73700,397,0,15244,3,CT
120,SF,SF - Zuckerberg,Hc Ct Extrem Lower Bilat Wo Contr,5128.05,5128.05,73700,397,0,15244,3,CT
121,SF,SF - Zuckerberg,Hc Ct Extrem Upper Bilat Wo Contr,5389.85,5389.85,73200,397,0,15244,3,CT
122,SF,SF - Zuckerberg,Hc Ct Chest Wo Contr,4281.45,4281.45,71250,397,0,15244,3,CT
123,SF,SF - Zuckerberg,Hc Ct Spn Thor Wo Contrast,4068.95,4068.95,72128,397,0,15244,3,CT
124,SF,SF - Zuckerberg,Hc Ct Spn Cerv Wo Contrast,4068.95,4068.95,72125,397,0,15244,3,CT
125,SF,SF - Zuckerberg,Hc Us Veins Extrem. Bil. Comp.,3351.55,3351.55,93970,397,0,15244,3,Ultrasound
126,SF,SF - Zuckerberg,Hc Us Veins Extr Bil Comp Duplx,2983.5,2983.5,93970,397,0,15244,3,Ultrasound
127,SF,SF - Zuckerberg,Hc Neck Soft Tissue,396.1,396.1,70360,397,0,15244,3,Radiology
128,SF,SF - Zuckerberg,Hc Ct Brain W&wo Contr,5202.0,5202.0,70470,397,0,15244,3,CT
129,SF,SF - Zuckerberg,Hc Ct Neck Wo Contr,3418.7,3418.7,70490,397,0,15244,3,CT
130,SF,SF - Zuckerberg,Hc Tte Comp 2d Mmd Dop Color Flow,1633.7,1633.7,93306,397,0,15244,3,Ultrasound
131,SF,SF - Zuckerberg,Hc Abdomen 1 View,415.65,415.65,74018,397,0,15244,3,Radiology
132,SF,SF - Zuckerberg,Hc Calcaneus Heel 2 Vw  Lt,413.1,413.1,73650,397,0,15244,3,Radiology
133,SF,SF - Zuckerberg,Hc Bilateral Heel,618.8,618.8,73650,397,0,15244,3,Radiology
134,SF,SF - Zuckerberg,Hc Calcaneus Heel 2 View Rt,413.1,413.1,73650,397,0,15244,3,Radiology
135,SF,SF - Zuckerberg,Hc Stress Tte Complete,1978.8,1978.8,93351,397,0,15244,3,Ultrasound
136,SF,SF - Zuckerberg,Hc Us Extremity Non Vasc Ltd Rt,91.8,91.8,76882,397,0,15244,3,Ultrasound
137,SF,SF - Zuckerberg,Hc Ultrasound Non Vasc,515.1,515.1,76882,397,0,15244,3,Ultrasound
138,SF,SF - Zuckerberg,Hc Us Extremity Non Vasc Ltd Lt,91.8,91.8,76882,397,0,15244,3,Ultrasound
139,SF,SF - Zuckerberg,Hc Ct Extrem Upper Bilat W Contr,4068.95,4068.95,73201,397,0,15244,3,CT
140,SF,SF - Zuckerberg,Hc Ct Extrem Upper Lt W Contr,4068.95,4068.95,73201,397,0,15244,3,CT
141,SF,SF - Zuckerberg,Hc Ct Extrem Upper Rt W Contr,4068.95,4068.95,73201,397,0,15244,3,CT
142,SF,SF - Zuckerberg,Hc Ct Angio Neck W Post Process,5088.95,5088.95,70498,397,0,15244,3,CTA
143,SF,SF - Zuckerberg,Hc Ct Extrem Lower Lt W Contr,4068.95,4068.95,73701,397,0,15244,3,CT
144,SF,SF - Zuckerberg,Hc Ct Pelvis W Contr,4958.05,4958.05,72193,397,0,15244,3,CT
145,SF,SF - Zuckerberg,Hc Ct Extrem Lower Bilat W Contr,6103.85,6103.85,73701,397,0,15244,3,CT
146,SF,SF - Zuckerberg,Hc Ct Extrem Lower Rt W Contr,4068.95,4068.95,73701,397,0,15244,3,CT
147,SF,SF - Zuckerberg,Hc Ct Angio Head W Post Process,5088.95,5088.95,70496,397,0,15244,3,CTA
148,SF,SF - Zuckerberg,Hc Ct Spn Lumb W Contrast,5832.7,5832.7,72132,397,0,15244,3,CT
149,SF,SF - Zuckerberg,Hc Ct Spn Cerv W Contrast,4871.35,4871.35,72126,397,0,15244,3,CT
150,SF,SF - Zuckerberg,Hc Ct Chest W Contrast,5202.0,5202.0,71260,397,0,15244,3,PET CT
151,SF,SF - Zuckerberg,Hc Ct Espohogram,5202.0,5202.0,71260,397,0,15244,3,PET CT
152,SF,SF - Zuckerberg,Hc Ct Spn Thor W Contrast,4871.35,4871.35,72129,397,0,15244,3,CT
153,SF,SF - Zuckerberg,Hc Forearm 2 Views Rt,415.65,415.65,73090,397,0,15244,3,Radiology
154,SF,SF - Zuckerberg,Hc Bilateral Tib/fib,623.05,623.05,73590,397,0,15244,3,Radiology
155,SF,SF - Zuckerberg,Hc Tib/fib Lower Leg 2 Views  Lt,415.65,415.65,73590,397,0,15244,3,Radiology
156,SF,SF - Zuckerberg,Hc Tib/fib Lt 1 View,203.15,203.15,73590,397,0,15244,3,Radiology
157,SF,SF - Zuckerberg,Hc Humerus 2 Views Rt,419.05,419.05,73060,397,0,15244,3,Radiology
158,SF,SF - Zuckerberg,Hc Humerus Left 1 View Only,419.05,419.05,73060,397,0,15244,3,Radiology
159,SF,SF - Zuckerberg,Hc Humerus 2 Views Lt,419.05,419.05,73060,397,0,15244,3,Radiology
160,SF,SF - Zuckerberg,Hc Forearm Lt 1 View,212.5,212.5,73090,397,0,15244,3,Radiology
161,SF,SF - Zuckerberg,Hc Forearm 2 Views Lt,415.65,415.65,73090,397,0,15244,3,Radiology
162,SF,SF - Zuckerberg,Hc Bilateral Forearm,623.05,623.05,73090,397,0,15244,3,Radiology
163,SF,SF - Zuckerberg,Hc Clavicle Right,415.65,415.65,73000,397,0,15244,3,Radiology
164,SF,SF - Zuckerberg,Hc Bilateral Humerus,629.0,629.0,73060,397,0,15244,3,Radiology
165,SF,SF - Zuckerberg,Hc Forearm Rt 1 View,212.5,212.5,73090,397,0,15244,3,Radiology
166,SF,SF - Zuckerberg,Hc Bilateral Clavicle,623.05,623.05,73000,397,0,15244,3,Radiology
167,SF,SF - Zuckerberg,Hc Clavicle Left,415.65,415.65,73000,397,0,15244,3,Radiology
168,SF,SF - Zuckerberg,Hc Tib/fib Lower Leg 2 Views  Rt,415.65,415.65,73590,397,0,15244,3,Radiology
169,SF,SF - Zuckerberg,Hc Humerus Rght 1 View Only,419.05,419.05,73060,397,0,15244,3,Radiology
170,SF,SF - Zuckerberg,Hc Tib/fib Rt 1 View,203.15,203.15,73590,397,0,15244,3,Radiology
171,SF,SF - Zuckerberg,Hc Forearm 1 View Bilat,461.55,461.55,73090,397,0,15244,3,Radiology
172,SF,SF - Zuckerberg,Hc Chest Any 2 Views,311.95,311.95,71046,397,0,15244,3,Radiology
173,SF,SF - Zuckerberg,Hc Ct Angio Chest W Post Process,6181.2,6181.2,71275,397,0,15244,3,CTA
174,SF,SF - Zuckerberg,Hc Ct Abdomen W Contr,4958.05,4958.05,74160,397,0,15244,3,CT
175,SF,SF - Zuckerberg,Hc Ct Temporal Bone Wo Contr,3418.7,3418.7,70480,397,0,15244,3,CT
176,SF,SF - Zuckerberg,Hc Ct Neck W Contr,4097.85,4097.85,70491,397,0,15244,3,CT
177,SF,SF - Zuckerberg,Hc Ct Angio Abd W Post Process,5946.6,5946.6,74175,397,0,15244,3,CTA
178,SF,SF - Zuckerberg,Hc Pelvis Any 2 Views,415.65,415.65,72170,397,0,15244,3,Radiology
179,SF,SF - Zuckerberg,Hc Pelvis Ap Only,415.65,415.65,72170,397,0,15244,3,Radiology
180,SF,SF - Zuckerberg,Hc Ct Abdomen/pelvis W/cont.,2792.25,2792.25,74177,397,0,15244,3,PET CT
181,SF,SF - Zuckerberg,Hc Femur Routine 2+ Views Bilat,589.05,589.05,73552,397,0,15244,3,Radiology
182,SF,SF - Zuckerberg,Hc Femur Routine 2+ Views Lt,419.05,419.05,73552,397,0,15244,3,Radiology
183,SF,SF - Zuckerberg,Hc Femur Routine 2+ Views Rt,419.05,419.05,73552,397,0,15244,3,Radiology
184,SF,SF - Zuckerberg,Hc Ct Temporal Bone W Contr,4097.85,4097.85,70481,397,0,15244,3,CT
185,SF,SF - Zuckerberg,Hc Abdomen 2 Views,433.5,433.5,74019,397,0,15244,3,Radiology
186,SF,SF - Zuckerberg,Hc Bilateral Knee 3 Views,629.0,629.0,73562,397,0,15244,3,Radiology
187,SF,SF - Zuckerberg,Hc Knee Rght 3 Views,419.05,419.05,73562,397,0,15244,3,Radiology
188,SF,SF - Zuckerberg,Hc Knee Left 3 Views,164.05,164.05,73562,397,0,15244,3,Radiology
189,SF,SF - Zuckerberg,Hc Ct Pelvis W & Wo Contr,6137.0,6137.0,72194,397,0,15244,3,CT
190,SF,SF - Zuckerberg,Hc Ct Abdomen W&wo Contrast,6137.0,6137.0,74170,397,0,15244,3,CT
191,SF,SF - Zuckerberg,Hc Foot  Minimum 3 Views  Lt,415.65,415.65,73630,397,0,15244,3,Radiology
192,SF,SF - Zuckerberg,Hc Foot  Minimum 3 Views  Rt,415.65,415.65,73630,397,0,15244,3,Radiology
193,SF,SF - Zuckerberg,Hc Bilateral Foot 3 Views,622.2,622.2,73630,397,0,15244,3,Radiology
194,SF,SF - Zuckerberg,Hc Ct Abdomen/pelvis W&wo/cont.,3695.8,3695.8,74178,397,0,15244,3,CT
195,SF,SF - Zuckerberg,Hc Eye  Foreign Body,396.1,396.1,70030,397,0,15244,3,Radiology
196,SF,SF - Zuckerberg,Hc Scapula Right,415.65,415.65,73010,397,0,15244,3,Radiology
197,SF,SF - Zuckerberg,Hc Bilateral Scapula,623.05,623.05,73010,397,0,15244,3,Radiology
198,SF,SF - Zuckerberg,Hc Nasal Bone,415.65,415.65,70160,397,0,15244,3,Radiology
199,SF,SF - Zuckerberg,Hc Scapula Left,415.65,415.65,73010,397,0,15244,3,Radiology
200,SF,SF - Zuckerberg,Hc Sacrum & Coccyx,419.05,419.05,72220,397,0,15244,3,Radiology
201,SF,SF - Zuckerberg,Hc Hand 3 Views Rt,415.65,415.65,73130,397,0,15244,3,Radiology
202,SF,SF - Zuckerberg,Hc Ankle 3 Views  Lt,415.65,415.65,73610,397,0,15244,3,Radiology
203,SF,SF - Zuckerberg,Hc Wrist  3 Views  Rt,415.65,415.65,73110,397,0,15244,3,Radiology
204,SF,SF - Zuckerberg,Hc Hand 3 Views Bilateral,661.3,661.3,73130,397,0,15244,3,Radiology
205,SF,SF - Zuckerberg,Hc Bilateral Wrist 3+ Views,623.05,623.05,73110,397,0,15244,3,Radiology
206,SF,SF - Zuckerberg,Hc Ankle 3 Views Rt,415.65,415.65,73610,397,0,15244,3,Radiology
207,SF,SF - Zuckerberg,Hc Wrist  3 Views  Lt,415.65,415.65,73110,397,0,15244,3,Radiology
208,SF,SF - Zuckerberg,Hc Hand 3 Views Lt,415.65,415.65,73130,397,0,15244,3,Radiology
209,SF,SF - Zuckerberg,Hc Bilateral Ankle 3 Views,623.05,623.05,73610,397,0,15244,3,Radiology
210,SF,SF - Zuckerberg,Hc Ct Chest W&wo Contrast,6390.3,6390.3,71270,397,0,15244,3,CT
211,SF,SF - Zuckerberg,Hc Bilateral Shoulder 2+ Views,629.0,629.0,73030,397,0,15244,3,Radiology
212,SF,SF - Zuckerberg,Hc Shoulder Rght Min 2 Views,419.05,419.05,73030,397,0,15244,3,Radiology
213,SF,SF - Zuckerberg,Hc Shoulder Left Min 2 Views,419.05,419.05,73030,397,0,15244,3,Radiology
214,SF,SF - Zuckerberg,Hc Sternum,435.2,435.2,71120,397,0,15244,3,Radiology
215,SF,SF - Zuckerberg,Hc Elbow Compl Left Min 3 Views,419.05,419.05,73080,397,0,15244,3,Radiology
216,SF,SF - Zuckerberg,Hc Bilateral Elbow 3+ Views,627.3,627.3,73080,397,0,15244,3,Radiology
217,SF,SF - Zuckerberg,Hc Sternoclavicular Joints,436.05,436.05,71130,397,0,15244,3,Radiology
218,SF,SF - Zuckerberg,Hc Elbow Compl Rght Min 3 Views,419.05,419.05,73080,397,0,15244,3,Radiology
219,SF,SF - Zuckerberg,Hc Cervical Spine Ap & Lateral,433.5,433.5,72040,397,0,15244,3,Radiology
220,SF,SF - Zuckerberg,Hc Cervical Spine 2 Views,433.5,433.5,72040,397,0,15244,3,Radiology
221,SF,SF - Zuckerberg,Hc Spine Cervical Any 2 Or 3 View,433.5,433.5,72040,397,0,15244,3,Radiology
222,SF,SF - Zuckerberg,Hc Spine Entire T&l 1 View,141.1,141.1,72081,397,0,15244,3,Radiology
223,SF,SF - Zuckerberg,Hc Abdomen 3+ Views,487.9,487.9,74021,397,0,15244,3,Radiology
224,SF,SF - Zuckerberg,Hc Chest 3 Views,327.25,327.25,71047,397,0,15244,3,Radiology
