Procedure ID,HCPCS/CPT Code,Description,Gross Charge,Undiscounted Cash Price
20406,76821,DOP VELOCM MID CEREB ART,538.63,538.63
20407,76820,DOP VELOCMTY UMBILCL ART,538.63,538.63
20410,          ,TRACH TUBE CHANGE       ,1454.55,1454.55
20411,          ,BLADE 4118127075        ,1243,1243
20414,0C1713    ,PLATE LCP 3.5MM 223.601 ,3122,3122
20421,83937,OSTEOCALCIN             ,163.15,163.15
20422,          ,ROTHNET HEXAGONAL       ,2301,2301
20423,96401,CHEMO SQ/IM NON HORM ANP,427.97,427.97
20424,96402,CHEMO SQ/IM HORMONL ANPL,427.97,427.97
20429,96416,CHEM INF > 8HR REQ PUMP ,1375.68,1375.68
20433,          ,PASSER SUTLSO 90D       ,2797,2797
20434,          ,SUT LASSO AR-4068-25TL  ,2658,2658
20436,          ,REMOVE URET STENT PERC  ,12574.78,12574.78
20437,          ,CLIP TEMS 8840764       ,386,386
20439,87088,CULT W PRESUMPTIVE ID UR,151.78,151.78
20440,87184,SUSC 1-12 DISKS         ,406.47,406.47
20441,          ,COUPLER ANSTM 1MM       ,3074,3074
20442,          ,COUPLER ANSTM 2.5MM     ,3074,3074
20453,          ,SET ADMIN LG 170-260MIC ,213,213
20458,          ,ART THRMB NONCOR INI VSL,29722.11,29722.11
20459,91122,ANORECTAL MANOMETRY     ,1615.06,1615.06
20467,          ,SUTURE ETHB 2-0 SH X833H,57,57
20469,          ,ELECTRD ESURG BLDE 2.5IN,122,122
20471,87172,PINWORM EXAM            ,81.14,81.14
20472,          ,ADJ OF GASTRIC BAND DIAM,1378.09,1378.09
20482,          ,CLOSURE OF SPLIT WOUND  ,1261.66,1261.66
20500,0C1778    ,LEAD NRSTM SPN 4 ELCTRD ,28129,28129
20529,          ,STAPLER ENDO CTR STR10  ,6833,6833
20552,          ,INSERT CERVICAL DILATOR ,1590.42,1590.42
20563,          ,SPACER ACF 5MM 440944   ,13780,13780
20564,          ,CLAMP INS FIBRA 33MM    ,602,602
20571,0C1713    ,NAIL 10MM 420MM RT GMA 3,22379,22379
20579,0C1713    ,NAIL 10MM 420MM RT GMA 3,25249,25249
20587,0C1713    ,SCREW BNE GAM3 10.5X85  ,4744,4744
20588,0C1713    ,SCREW BN GMA3 IM 10.5X90,4744,4744
20589,0C1713    ,SCREW BN GMA3 IM 10.5X95,4744,4744
20590,0C1713    ,SCREW BN GMA3 IM10.5X100,4744,4744
20591,0C1713    ,SCREW LAG GMA 10.5X105  ,4744,4744
20592,0C1713    ,SCREW LAG GMA 10.5X110  ,4744,4744
20593,0C1713    ,SCREW BN GMA3 IM10.5X115,4744,4744
20594,0C1713    ,SCREW BN GMA3 IM10.5X120,5551,5551
20598,0C1713    ,NAIL GAMMA3 11X18X120   ,12498,12498
20599,0C1713    ,NAIL GMA 3 11X180       ,12498,12498
20600,0C1713    ,NAIL GMA 11X180         ,12498,12498
20612,0C1713    ,NAIL IM GMA LT 32CM 10MM,25249,25249
20617,0C1713    ,NAIL 10MM 420MM LT GMA 3,20675,20675
20620,0C1713    ,NAIL IM TI 130D L320MM O,21075,21075
20628,0C1713    ,SCREW T2 LCK F-T 5X30MM ,1597,1597
20630,0C1713    ,SCREW T2 F/T LCK 5X40   ,1597,1597
20631,0C1713    ,SCREW BNE 5.0X45 LCK    ,1597,1597
20632,0C1713    ,SCREW T2 LCK F-T 5X50MM ,1597,1597
20633,0C1713    ,SCREW T2 F/T LCK 5X55   ,1597,1597
20634,0C1713    ,SCREW BNE 5.0X60 LCK    ,1597,1597
20635,0C1713    ,SCREW T2 F/T LCK 5X65   ,1597,1597
20638,0C1713    ,SCREW T2 LCK F-T 5X70MM ,1597,1597
20639,0C1713    ,SCREW T2 LCK F-T 5X75MM ,1597,1597
20640,0C1713    ,SCREW PROX F-T 5X80MM   ,1597,1597
20641,          ,U-CLIP SHORT 8 PACK     ,681.69,681.69
20642,          ,U-CLIP SHORT 2 PACK     ,286.36,286.36
20645,          ,U-CLIP SMALL 8 PACK     ,691.54,691.54
20647,0C1713    ,SCREW T2 LCK F-T 5X85MM ,1597,1597
20648,0C1713    ,SCREW T2 LCK F-T 5X90MM ,1597,1597
20649,0C1713    ,SCREW TROCH GM3 17.5X8MM,1799,1799
20650,          ,CAP END FEM NAIL 15.3MM ,2087,2087
20651,          ,BIT DRL SHRT 4.2        ,2861,2861
20652,          ,BIT DRL 4.2X300         ,2805,2805
20653,0C1713    ,SCREW BN 10.5MM 75MM GAM,5551,5551
20654,0C1713    ,SCREW BN GMA3 IM 10.5X80,4744,4744
20664,0Q4107    ,GRAFTJACKET 1SQCM       ,1058,1058
20665,          ,ANALY SPINE INF PUMP W/R,1654.13,1654.13
20666,86612,BLASTOMYCES AB QUAL     ,43.21,43.21
20670,76970,US FOLLOW UP            ,432.43,432.43
20671,76942,USG NDL PLACEMENT       ,452.66,452.66
20677,          ,PERC IMPLNT NEUROSTIM TE,33016.73,33016.73
20678,95972,ANALYZE NEURO CMPLX     ,813.48,813.48
20683,72141,MRI C-SPINE W/O CONT    ,2039.86,2039.86
20684,72146,MRI T-SPINE W/O CONT    ,2677,2677
20685,72148,MRI L-SPINE W/O CONT    ,2677,2677
20704,76830,US TRANSVAGINAL         ,579.09,579.09
20707,76942,USG NDL PLACEMENT       ,452.66,452.66
20718,0C1768    ,GFT VSC HMSH MCVL 12X30 ,3695,3695
20741,          ,K-WIRE NERVE .062       ,1585,1585
20743,          ,KWIRE LONG NUV          ,1585,1585
20782,          ,SPACER PEEK CRNT45X18X10,50748,50748
20787,          ,TACK TEMPORARY          ,2498,2498
20790,0C1713    ,SCREW 4.0 X 14MM        ,2834,2834
20793,83516,MAG AB IGM ELISA SQN    ,84.27,84.27
20796,0C1769    ,GW ESCPC 035 STR        ,2301,2301
20800,0C1725    ,BLNCUT FLXTM OW 2X10    ,13183,13183
20802,0C1725    ,BLNCUT FLXTM OW 2.5X10  ,13183,13183
20810,0C1725    ,CATH BLNDL 2.25X6MM 137 ,13183,13183
20812,0C1725    ,BLNCUT FLXTM OW 3X6     ,13183,13183
20813,0C1725    ,CATH BLNDIL 3.25X6MM 137,13183,13183
20814,0C1725    ,CATH BLNDL 3.5X6MM 137  ,13183,13183
20819,          ,CATHDX LATITUDE         ,1689,1689
20820,          ,KIT PRSS MNTR 3W 24IN   ,292,292
20821,0C1725    ,CATH BLNDL 2.75X6MM 137 ,13183,13183
20824,0C1769    ,GW ZPWR 035 150 ANG BX5 ,869,869
20827,0C1769    ,GW ZPWR 035 180 ANG BX5 ,1476,1476
20828,0C1769    ,GWIRE ZPWR 035 260 ANG  ,1464,1464
20829,0C1769    ,G/WIRE 038/150 ANG      ,869,869
20830,0C1769    ,GW ZPWR 038 260 ANG BX5 ,1402,1402
20831,0C1769    ,GSS/WIRE 038/180 STRT   ,1476,1476
20833,0C1713    ,SCREW T2 LCK F-T5X37.5MM,1597,1597
20835,          ,KWIRE FX 285MM 3MM      ,2117,2117
20836,          ,BIT DRL 125MM 2.5MM STRL,2173,2173
20837,0C1713    ,SCREW ACTB CANC 6.5X25-1,652,652
20838,0C1776    ,SPACER FEM HIP OMFT 11MM,631,631
20839,          ,BIT DRL CLBRT 230X2.5MM ,2917,2917
20841,          ,BIT DRL LNG 4.2         ,2670,2670
20842,          ,BIT DRL 4.2X260MM T2STRL,2670,2670
20843,          ,BIT DRL 4.2X130MM T2STRL,2670,2670
20847,0C1776    ,HEAD FEM +2.5 C-TAPER   ,3360,3360
20852,0C1776    ,STEM CEMENTED HIP SZ 7  ,13928,13928
20854,0C1776    ,HEAD FEM UHR 28X50 BIP  ,4480,4480
20856,0C1713    ,SCREW BN CORT 3.5X34MM  ,308,308
20857,0C1713    ,SCREW CORT S/T 3.5X38MM ,308,308
20858,0C1713    ,K-WIRE L9IN ID5/64      ,489,489
20860,0C1713    ,SCREW T2 LCK F-T5X42.5MM,1597,1597
20861,0C1713    ,SCREW T2 LCK F-T5X32.5MM,1597,1597
20866,          ,REPOSITION GI TUBE      ,4682.12,4682.12
20869,96450,CHEMO CNS SPINAL PUNC   ,1057.88,1057.88
20871,          ,ADAPTER INST URLK2 BALL ,431,431
20901,0C1713    ,SCREW BN 4MM 26MM       ,1738,1738
20902,0C1713    ,SCREW BN 4MM 28MM       ,1336,1336
20903,0C1713    ,SCREW BN 4MM 30MM       ,1629,1629
20904,0C1713    ,SCREW BN 4MM 32MM       ,1629,1629
20905,0C1713    ,SCREW BN 4MM 34MM       ,1629,1629
20907,0C1713    ,SCREW BN 4MM 38MM       ,1792,1792
20908,          ,CYSTOURETHROSCOPY W/LITH,30959.16,30959.16
20909,          ,LITHOTRIPSY             ,39072.68,39072.68
20970,0C1894    ,SHEATH DESILETS-HOFF    ,1020,1020
20976,          ,STNT CCA W/EMBOLI FILTER,6709.95,6709.95
20979,          ,TROCAR LAP L100MM B15LT ,2301,2301
20982,0C1729    ,CATHETER DRN 36FR 20IN A,188,188
20983,          ,PLUG AU 7F 300          ,3062,3062
20997,          ,BLN URN CTRL 61-70CM    ,27827,27827
21001,0C1713    ,SCREW 400.054           ,720,720
21002,0C1713    ,SCREW 400.055           ,720,720
21003,0C1713    ,SCREW 400.056           ,720,720
21004,0C1713    ,SCREW 400.058           ,720,720
21005,0C1713    ,SCREW EMERG TI 2.0X4    ,2579,2579
21006,0C1713    ,SCREW EMER RCS 2X6      ,635,635
21017,0C1713    ,SCREW 400.454           ,855,855
21018,0C1713    ,SCREW 400.455           ,855,855
21030,0C1713    ,SCREW BONE TI COR 2.0X10,666,666
21031,0C1713    ,SCREW BONE TI CORT 2.0X1,666,666
21032,0C1713    ,SCREW BNE TI 2.0X14MM CO,666,666
21033,0C1713    ,SCREW 401.048           ,666,666
21035,0C1713    ,SCREW 401.061           ,711,711
21036,0C1713    ,SCREW 401.062           ,711,711
21037,0C1713    ,SCREW BNE 2.0X 6        ,711,711
21039,0C1713    ,SCREW CORTICAL 401.065E ,711,711
21041,0C1713    ,SCREW SYN 2.4X6 EMER    ,838,838
21054,95990,SPIN/BRN PUMP REFL/MAINT,1067.8,1067.8
21057,          ,STAPLER EGIA PWR 030302 ,15716,15716
21086,          ,HP-TRICUP/ALHD/CER      ,22620,22620
21087,0C1713    ,SCREW ACET CANC 6.5X35-1,888,888
21124,95991,SP/BR PUMP REFL/MAINT MD,1108.43,1108.43
21126,          ,INJ S/M TRG PT 1OR2 MUS ,2981.28,2981.28
21137,          ,FORCEP ESCPC OD25GA     ,2322,2322
21138,87427,SHIGA LIKE TOXIN EIA    ,116.01,116.01
21158,95180,DESENSITIZATION 1 HR    ,1616.22,1616.22
21159,          ,BIT DRILL 2107-3325     ,1585,1585
21176,0C1769    ,GLIDEWIRE GS3508        ,1585,1585
21198,          ,SYSTEM RETR SCROTAL     ,6418,6418
21199,          ,BX SFT TIS HIP/PELV DEEP,4960.25,4960.25
21200,          ,BX RENAL                ,4117.35,4117.35
21204,          ,DEVICE TREPHN KPHX BX 3 ,2338,2338
21205,          ,OBSERVATION             ,102.79,102.79
21207,          ,BIT DRL AXSOS 204X3.1MM ,1585,1585
21215,          ,OBSERVATION             ,102.79,102.79
21216,0C1713    ,SCREW CORT S/T 3.5X26MM ,308,308
21217,0C1713    ,SCREW BNE 3.5X28 CORT   ,308,308
21218,0C1713    ,SCREW 345450            ,253,253
21226,0C1713    ,SCREW BN 3.5MM 30MM SS C,308,308
21228,0C1789    ,EXPANDER TISS 500ML V-13,12029,12029
21229,0C1789    ,EXPANDER TISS 400ML 12  ,12029,12029
21235,          ,OBSERVATION             ,102.79,102.79
21245,          ,OBSERVATION             ,102.79,102.79
21246,0C1880    ,VENACAVA FILTER OPTEASE ,11763,11763
21247,          ,SHEATH 24FR TS2430      ,5796,5796
21261,82397,PTH-RELATED PEPTIDE CA  ,270.12,270.12
21262,82397,IMMUNE CELL FUNCTION CA ,29.04,29.04
21265,          ,OBSERVATION             ,102.79,102.79
21266,          ,TREATMENT ROOM          ,1673.18,1673.18
21268,36430,BLOOD TRANSFUSION       ,2788.95,2788.95
21295,          ,OBSERVATION             ,170.93,170.93
21298,          ,BLADE 00505220400       ,2598,2598
21312,          ,PROBE NIM 9450047       ,12418,12418
21322,0C1713    ,ROD SPN LNG 6X50MM      ,2551,2551
21401,0C1776    ,IMPL TOE SZ 2S          ,8058,8058
21402,73565,XR KNEE AP STAND BI     ,411.75,411.75
21406,0C1713    ,SCREW BN 4MM 40MM       ,1629,1629
21407,0C1713    ,SCREW BN 4MM 42MM       ,1792,1792
21408,0C1713    ,SCREW BN 4MM 44MM       ,1792,1792
21409,0C1713    ,SCREW BN 4MM 46MM       ,1629,1629
21417,0C1713    ,SCREW BN 4MM 48MM       ,1629,1629
21435,          ,SUTURE FIBERWIRE AR-7202,715,715
21447,0C1776    ,IMPLNT HIP UHR BIP 28X46,4480,4480
21448,0C1776    ,HEAD FEM COCR -3X28MM   ,3360,3360
21456,0C1776    ,TIBIAL INSERT 163-1312  ,7461,7461
21458,          ,SUTURE ETHBND 2-0 CX42D ,343,343
21459,          ,SPACER CEMENT 1067-0014 ,1004,1004
21465,0C1776    ,STEM HIP 6097-0940      ,13928,13928
21466,0C1776    ,HEAD FEM UHR 28X52 BIP  ,4480,4480
21468,86615,BORDETELLA PERTUSSIS IGM,113.45,113.45
21474,          ,NEEDLE BMA 2090-0030    ,3337,3337
21481,0C1713    ,ORTHOCORD 223114        ,358,358
21487,          ,KWIRE FX 285MM 3MM      ,2329,2329
21488,          ,REAMER SHFT STRL 8X448MM,4436,4436
21489,0C1713    ,NAIL T2 TIB STD 11X360MM,15547,15547
21492,          ,INSRT TIBIA 13MM RT ULTR,4014,4014
21505,          ,SPACER PK CRNT40X18X8 XL,50748,50748
21510,          ,FIBER LASER 55.26.25    ,3229,3229
21511,0C2625    ,PANCREATC STENT GEPD 5X7,1362,1362
21513,0C1786    ,PANCREATC STENT GEPD 7X7,1362,1362
21515,0C1876    ,PANCREATC STENT GEPD 5X5,1362,1362
21529,0C1713    ,SCREW 370340            ,1718,1718
21531,0C1713    ,SCREW 370114            ,1939,1939
21556,          ,BAG BLOOD BT300         ,146,146
21582,0C1776    ,HEAD 12/14 FEMORAL      ,3920,3920
21583,0C1776    ,HEAD FEMORAL            ,3920,3920
21631,          ,KIT KYHOPLASTY XPR      ,29857,29857
21633,0C1769    ,GW ZPWR .038/150 STD ANG,1034,1034
21659,          ,PROGRESSIVE CARE ROOM   ,3435,3435
21731,          ,SET SUCTION BT725       ,650,650
21732,          ,DRAIN WND WD205         ,780,780
21733,          ,DRAIN WND WD105         ,780,780
21741,0C1713    ,ACTIFULSE SYN 20ML      ,14267,14267
21749,76998,US INTRAOPERATIVE       ,1141.77,1141.77
21750,77002,XR FLUORO NDL           ,378,378
21751,77003,XR FLUORO FOR SPINE INJ ,849.62,849.62
21752,77003,XR FLUORO FOR SPINE INJ ,565.85,565.85
21753,77012,CT GUID NDL PLCMT       ,1488.75,1488.75
21754,77013,CT GUIDANCE TISSUE ABLAT,502.48,502.48
21756,77014,CT PLACE RAD THPY FLD   ,599.75,599.75
21757,77021,MR GUID NDL PLCMT       ,3113.42,3113.42
21764,77053,XR MAMMARY DUCTO SGL    ,762.65,762.65
21765,77053,XR MAMMARY DUCTO SGL    ,762.65,762.65
21784,77072,XR BONE AGE STUDIES     ,448,448
21785,77073,XR BONE LENGTH STUDIES  ,687.56,687.56
21788,77074,XR BONE SURVEY LTD      ,462.24,462.24
21789,77075,XR BONE SURVEY COMP     ,1445,1445
21790,77080,DXA BONE DENSITY AXIAL  ,384.57,384.57
21792,94002,VENT MGMT INITIAL IP/OBS,1084.87,1084.87
21793,94003,VENT MGMT IP/OBS SUB DAY,1084.87,1084.87
21806,96365,IV INITIAL UP TO 1 HOUR ,1303.33,1303.33
21824,96366,IV EACH ADD HOUR        ,462.35,462.35
21827,96374,IVP SINGLE/INITIAL DRUG ,397.28,397.28
21841,0C1769    ,SPHNTM ESCPC L20 L260C  ,5501,5501
21844,0C1781    ,MESH COMP LP 0134450    ,6140,6140
21845,0C1781    ,MESH COMP LP 0134460    ,3892,3892
21846,0C1781    ,MESH COMP LP 0134680    ,8223,8223
21854,0A9556    ,GA67 CITRATE DX 1 MCI   ,1211.6,1211.6
21855,          ,TUBE GSTRM MIC 20F      ,919,919
21859,          ,LAPBAND CATH BLLN B-2020,2697,2697
21860,          ,NITRIC OXIDE PER HOUR   ,913.29,913.29
21861,96522,REFILL/MAINT PUMP DRG DL,2197.58,2197.58
21869,          ,KIT SHNT CATH 14CM 120CM,5288,5288
21870,0C1776    ,CMPNT MOD FEM LT SZ 4   ,40519,40519
21872,0C1776    ,SET ORTH FEM JNCTN 5D   ,2145,2145
21873,0C1776    ,FEM AUG PST SZ 4        ,9580,9580
21874,0C1776    ,FEM AUG DIST SZ 4       ,9580,9580
21875,0C1776    ,FEMORAL AUG 568-2408    ,9580,9580
21876,0C1776    ,MOD TIB TRAY SZ 3       ,17775,17775
21885,0C1713    ,SCREW BONE 370112       ,2009,2009
21886,0C1713    ,CABLE SLV DLMLS HIP 2.0 ,2391,2391
21895,0C1769    ,GUIDEWIRE MEIER SCH30600,1585,1585
21898,87269,GIARDIA AG IFT          ,329.7,329.7
21899,87176,HOMOGENIZATION TISSUE   ,40.99,40.99
21900,0C1713    ,QUICKANCHOR 222984      ,4593,4593
21903,96415,CHEMO IV EA ADD HOUR    ,405.97,405.97
21904,96411,CHEMO IV PUSH EA ADD DRG,530.1,530.1
21905,96409,CHEMO IV PUSH SING/IN DR,530.1,530.1
21906,96413,CHEMO IV SING/IN DR 1 HR,1084.78,1084.78
21907,96366,IV EACH ADD HOUR        ,462.35,462.35
21908,96365,IV INITIAL UP TO 1 HOUR ,1303.33,1303.33
21909,96366,IV EACH ADD HOUR        ,376.71,376.71
21910,96365,IV INITIAL UP TO 1 HOUR ,1059.78,1059.78
21911,96375,IVP EA ADD SEQ NEW DRUG ,397.28,397.28
21912,96374,IVP SINGLE/INITIAL DRUG ,397.28,397.28
